,AEO Case,Case,GREET Pathway,Sector,Subsector,End Use Application,Energy carrier,Energy carrier type,Basis,Fuel Pool,Generation Type,Year,Energy Unit,Electricity Production,Scope,Flow Name,Formula,EF_Unit (Numerator),EF_Unit (Denominator),EF_withElec,Total Emissions,Mitigation Case,"Emissions Category, Detailed","Emissions Category, Aggregate"
3681,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2027,,,"Electricity, Combustion",,N2O,g,,,312756350.94213784,NREL Electric Power Decarb,N2O,N2O
3682,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2028,,,"Electricity, Combustion",,CO2,g,,,21679737656823.504,NREL Electric Power Decarb,CO2,CO2
3683,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2028,,,"Electricity, Combustion",,CH4,g,,,879557679.1473838,NREL Electric Power Decarb,CH4,CH4
3684,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2028,,,"Electricity, Combustion",,N2O,g,,,302819432.8967241,NREL Electric Power Decarb,N2O,N2O
3685,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2029,,,"Electricity, Combustion",,CO2,g,,,21328638451028.9,NREL Electric Power Decarb,CO2,CO2
3686,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2029,,,"Electricity, Combustion",,CH4,g,,,865313410.7209162,NREL Electric Power Decarb,CH4,CH4
3687,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2029,,,"Electricity, Combustion",,N2O,g,,,297915330.08551,NREL Electric Power Decarb,N2O,N2O
3688,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2030,,,"Electricity, Combustion",,CO2,g,,,18254299784007.812,NREL Electric Power Decarb,CO2,CO2
3689,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2030,,,"Electricity, Combustion",,CH4,g,,,740585970.4870142,NREL Electric Power Decarb,CH4,CH4
3690,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2030,,,"Electricity, Combustion",,N2O,g,,,254973413.24055308,NREL Electric Power Decarb,N2O,N2O
3691,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2031,,,"Electricity, Combustion",,CO2,g,,,17655489295687.344,NREL Electric Power Decarb,CO2,CO2
3692,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2031,,,"Electricity, Combustion",,CH4,g,,,716291932.8149073,NREL Electric Power Decarb,CH4,CH4
3693,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2031,,,"Electricity, Combustion",,N2O,g,,,246609315.14323398,NREL Electric Power Decarb,N2O,N2O
3694,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2032,,,"Electricity, Combustion",,CO2,g,,,17548519818361.162,NREL Electric Power Decarb,CO2,CO2
3695,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2032,,,"Electricity, Combustion",,CH4,g,,,711952128.214596,NREL Electric Power Decarb,CH4,CH4
3696,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2032,,,"Electricity, Combustion",,N2O,g,,,245115180.99023247,NREL Electric Power Decarb,N2O,N2O
3697,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2033,,,"Electricity, Combustion",,CO2,g,,,16603581851110.617,NREL Electric Power Decarb,CO2,CO2
3698,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2033,,,"Electricity, Combustion",,CH4,g,,,673615527.5338426,NREL Electric Power Decarb,CH4,CH4
3699,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2033,,,"Electricity, Combustion",,N2O,g,,,231916424.44184166,NREL Electric Power Decarb,N2O,N2O
3700,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2034,,,"Electricity, Combustion",,CO2,g,,,16330110879373.605,NREL Electric Power Decarb,CO2,CO2
3701,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2034,,,"Electricity, Combustion",,CH4,g,,,662520674.956626,NREL Electric Power Decarb,CH4,CH4
3702,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2034,,,"Electricity, Combustion",,N2O,g,,,228096621.55095875,NREL Electric Power Decarb,N2O,N2O
3703,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2035,,,"Electricity, Combustion",,CO2,g,,,15165143214721.154,NREL Electric Power Decarb,CO2,CO2
3704,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2035,,,"Electricity, Combustion",,CH4,g,,,615257360.6295288,NREL Electric Power Decarb,CH4,CH4
3705,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2035,,,"Electricity, Combustion",,N2O,g,,,211824522.0847531,NREL Electric Power Decarb,N2O,N2O
3706,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2036,,,"Electricity, Combustion",,CO2,g,,,14827151678545.18,NREL Electric Power Decarb,CO2,CO2
3707,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2036,,,"Electricity, Combustion",,CH4,g,,,601544876.8423077,NREL Electric Power Decarb,CH4,CH4
3708,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2036,,,"Electricity, Combustion",,N2O,g,,,207103505.30268484,NREL Electric Power Decarb,N2O,N2O
3709,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2037,,,"Electricity, Combustion",,CO2,g,,,14519543069995.617,NREL Electric Power Decarb,CO2,CO2
3710,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2037,,,"Electricity, Combustion",,CH4,g,,,589065043.4557421,NREL Electric Power Decarb,CH4,CH4
3711,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2037,,,"Electricity, Combustion",,N2O,g,,,202806872.84939447,NREL Electric Power Decarb,N2O,N2O
3712,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2038,,,"Electricity, Combustion",,CO2,g,,,14224313083592.291,NREL Electric Power Decarb,CO2,CO2
3713,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2038,,,"Electricity, Combustion",,CH4,g,,,577087416.8918941,NREL Electric Power Decarb,CH4,CH4
3714,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2038,,,"Electricity, Combustion",,N2O,g,,,198683143.1958382,NREL Electric Power Decarb,N2O,N2O
3715,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2039,,,"Electricity, Combustion",,CO2,g,,,13938072675699.553,NREL Electric Power Decarb,CO2,CO2
3716,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2039,,,"Electricity, Combustion",,CH4,g,,,565474501.9743053,NREL Electric Power Decarb,CH4,CH4
3717,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2039,,,"Electricity, Combustion",,N2O,g,,,194684978.671789,NREL Electric Power Decarb,N2O,N2O
3718,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2040,,,"Electricity, Combustion",,CO2,g,,,13018043589111.588,NREL Electric Power Decarb,CO2,CO2
3719,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2040,,,"Electricity, Combustion",,CH4,g,,,528148466.9015191,NREL Electric Power Decarb,CH4,CH4
3720,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2040,,,"Electricity, Combustion",,N2O,g,,,181834145.75770295,NREL Electric Power Decarb,N2O,N2O
3721,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2041,,,"Electricity, Combustion",,CO2,g,,,12771431884230.996,NREL Electric Power Decarb,CO2,CO2
3722,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2041,,,"Electricity, Combustion",,CH4,g,,,518143308.06478006,NREL Electric Power Decarb,CH4,CH4
3723,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2041,,,"Electricity, Combustion",,N2O,g,,,178389509.21275237,NREL Electric Power Decarb,N2O,N2O
3724,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2042,,,"Electricity, Combustion",,CO2,g,,,12341782908056.799,NREL Electric Power Decarb,CO2,CO2
3725,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2042,,,"Electricity, Combustion",,CH4,g,,,500712236.6047025,NREL Electric Power Decarb,CH4,CH4
3726,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2042,,,"Electricity, Combustion",,N2O,g,,,172388234.59544727,NREL Electric Power Decarb,N2O,N2O
3727,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2043,,,"Electricity, Combustion",,CO2,g,,,12064143634577.79,NREL Electric Power Decarb,CO2,CO2
3728,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2043,,,"Electricity, Combustion",,CH4,g,,,489448273.9642457,NREL Electric Power Decarb,CH4,CH4
3729,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2043,,,"Electricity, Combustion",,N2O,g,,,168510209.47006896,NREL Electric Power Decarb,N2O,N2O
3730,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2044,,,"Electricity, Combustion",,CO2,g,,,11435947156601.002,NREL Electric Power Decarb,CO2,CO2
3731,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2044,,,"Electricity, Combustion",,CH4,g,,,463962032.1579977,NREL Electric Power Decarb,CH4,CH4
3732,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2044,,,"Electricity, Combustion",,N2O,g,,,159735652.12902212,NREL Electric Power Decarb,N2O,N2O
3733,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2045,,,"Electricity, Combustion",,CO2,g,,,10464730508096.7,NREL Electric Power Decarb,CO2,CO2
3734,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2045,,,"Electricity, Combustion",,CH4,g,,,424559292.3818141,NREL Electric Power Decarb,CH4,CH4
3735,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2045,,,"Electricity, Combustion",,N2O,g,,,146169838.7702353,NREL Electric Power Decarb,N2O,N2O
3736,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2046,,,"Electricity, Combustion",,CO2,g,,,9803362322862.113,NREL Electric Power Decarb,CO2,CO2
3737,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2046,,,"Electricity, Combustion",,CH4,g,,,397727258.0059848,NREL Electric Power Decarb,CH4,CH4
3738,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2046,,,"Electricity, Combustion",,N2O,g,,,136931943.83078068,NREL Electric Power Decarb,N2O,N2O
3739,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2047,,,"Electricity, Combustion",,CO2,g,,,8605738617934.482,NREL Electric Power Decarb,CO2,CO2
3740,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2047,,,"Electricity, Combustion",,CH4,g,,,349139071.97383064,NREL Electric Power Decarb,CH4,CH4
3741,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2047,,,"Electricity, Combustion",,N2O,g,,,120203709.52782945,NREL Electric Power Decarb,N2O,N2O
3742,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2048,,,"Electricity, Combustion",,CO2,g,,,7600940528369.693,NREL Electric Power Decarb,CO2,CO2
3743,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2048,,,"Electricity, Combustion",,CH4,g,,,308373916.5250436,NREL Electric Power Decarb,CH4,CH4
3744,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2048,,,"Electricity, Combustion",,N2O,g,,,106168835.46827392,NREL Electric Power Decarb,N2O,N2O
3745,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2049,,,"Electricity, Combustion",,CO2,g,,,6020690642970.099,NREL Electric Power Decarb,CO2,CO2
3746,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2049,,,"Electricity, Combustion",,CH4,g,,,244262397.11108425,NREL Electric Power Decarb,CH4,CH4
3747,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2049,,,"Electricity, Combustion",,N2O,g,,,84096134.14196403,NREL Electric Power Decarb,N2O,N2O
3748,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2050,,,"Electricity, Combustion",,CO2,g,,,3557761397536.9336,NREL Electric Power Decarb,CO2,CO2
3749,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2050,,,"Electricity, Combustion",,CH4,g,,,144340139.5031564,NREL Electric Power Decarb,CH4,CH4
3750,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,-,-,Petroleum,2050,,,"Electricity, Combustion",,N2O,g,,,49694295.46786521,NREL Electric Power Decarb,N2O,N2O
3751,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2020,,,"Electricity, Combustion",,CO2,g,,,0.0,NREL Electric Power Decarb,CO2,CO2
3752,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2020,,,"Electricity, Combustion",,CH4,g,,,0.0,NREL Electric Power Decarb,CH4,CH4
3753,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2020,,,"Electricity, Combustion",,N2O,g,,,0.0,NREL Electric Power Decarb,N2O,N2O
3754,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2020,,,"Electricity, Combustion",,CO2,g,,,0.0,NREL Electric Power Decarb,CO2,CO2
3755,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2020,,,"Electricity, Combustion",,CH4,g,,,0.0,NREL Electric Power Decarb,CH4,CH4
3756,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2020,,,"Electricity, Combustion",,N2O,g,,,0.0,NREL Electric Power Decarb,N2O,N2O
3757,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2021,,,"Electricity, Combustion",,CO2,g,,,0.0,NREL Electric Power Decarb,CO2,CO2
3758,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2021,,,"Electricity, Combustion",,CH4,g,,,0.0,NREL Electric Power Decarb,CH4,CH4
3759,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2021,,,"Electricity, Combustion",,N2O,g,,,0.0,NREL Electric Power Decarb,N2O,N2O
3760,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2021,,,"Electricity, Combustion",,CO2,g,,,0.0,NREL Electric Power Decarb,CO2,CO2
3761,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2021,,,"Electricity, Combustion",,CH4,g,,,0.0,NREL Electric Power Decarb,CH4,CH4
3762,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2021,,,"Electricity, Combustion",,N2O,g,,,0.0,NREL Electric Power Decarb,N2O,N2O
3763,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2022,,,"Electricity, Combustion",,CO2,g,,,0.0,NREL Electric Power Decarb,CO2,CO2
3764,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2022,,,"Electricity, Combustion",,CH4,g,,,0.0,NREL Electric Power Decarb,CH4,CH4
3765,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2022,,,"Electricity, Combustion",,N2O,g,,,0.0,NREL Electric Power Decarb,N2O,N2O
3766,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2022,,,"Electricity, Combustion",,CO2,g,,,0.0,NREL Electric Power Decarb,CO2,CO2
3767,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2022,,,"Electricity, Combustion",,CH4,g,,,0.0,NREL Electric Power Decarb,CH4,CH4
3768,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2022,,,"Electricity, Combustion",,N2O,g,,,0.0,NREL Electric Power Decarb,N2O,N2O
3769,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2023,,,"Electricity, Combustion",,CO2,g,,,0.0,NREL Electric Power Decarb,CO2,CO2
3770,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2023,,,"Electricity, Combustion",,CH4,g,,,0.0,NREL Electric Power Decarb,CH4,CH4
3771,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2023,,,"Electricity, Combustion",,N2O,g,,,0.0,NREL Electric Power Decarb,N2O,N2O
3772,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2023,,,"Electricity, Combustion",,CO2,g,,,0.0,NREL Electric Power Decarb,CO2,CO2
3773,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2023,,,"Electricity, Combustion",,CH4,g,,,0.0,NREL Electric Power Decarb,CH4,CH4
3774,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2023,,,"Electricity, Combustion",,N2O,g,,,0.0,NREL Electric Power Decarb,N2O,N2O
3775,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2024,,,"Electricity, Combustion",,CO2,g,,,0.0,NREL Electric Power Decarb,CO2,CO2
3776,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2024,,,"Electricity, Combustion",,CH4,g,,,0.0,NREL Electric Power Decarb,CH4,CH4
3777,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2024,,,"Electricity, Combustion",,N2O,g,,,0.0,NREL Electric Power Decarb,N2O,N2O
3778,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2024,,,"Electricity, Combustion",,CO2,g,,,0.0,NREL Electric Power Decarb,CO2,CO2
3779,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2024,,,"Electricity, Combustion",,CH4,g,,,0.0,NREL Electric Power Decarb,CH4,CH4
3780,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2024,,,"Electricity, Combustion",,N2O,g,,,0.0,NREL Electric Power Decarb,N2O,N2O
3781,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2025,,,"Electricity, Combustion",,CO2,g,,,0.0,NREL Electric Power Decarb,CO2,CO2
3782,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2025,,,"Electricity, Combustion",,CH4,g,,,0.0,NREL Electric Power Decarb,CH4,CH4
3783,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2025,,,"Electricity, Combustion",,N2O,g,,,0.0,NREL Electric Power Decarb,N2O,N2O
3784,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2025,,,"Electricity, Combustion",,CO2,g,,,0.0,NREL Electric Power Decarb,CO2,CO2
3785,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2025,,,"Electricity, Combustion",,CH4,g,,,0.0,NREL Electric Power Decarb,CH4,CH4
3786,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2025,,,"Electricity, Combustion",,N2O,g,,,0.0,NREL Electric Power Decarb,N2O,N2O
3787,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2026,,,"Electricity, Combustion",,CO2,g,,,0.0,NREL Electric Power Decarb,CO2,CO2
3788,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2026,,,"Electricity, Combustion",,CH4,g,,,0.0,NREL Electric Power Decarb,CH4,CH4
3789,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2026,,,"Electricity, Combustion",,N2O,g,,,0.0,NREL Electric Power Decarb,N2O,N2O
3790,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2026,,,"Electricity, Combustion",,CO2,g,,,0.0,NREL Electric Power Decarb,CO2,CO2
3791,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2026,,,"Electricity, Combustion",,CH4,g,,,0.0,NREL Electric Power Decarb,CH4,CH4
3792,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2026,,,"Electricity, Combustion",,N2O,g,,,0.0,NREL Electric Power Decarb,N2O,N2O
3793,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2027,,,"Electricity, Combustion",,CO2,g,,,0.0,NREL Electric Power Decarb,CO2,CO2
3794,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2027,,,"Electricity, Combustion",,CH4,g,,,0.0,NREL Electric Power Decarb,CH4,CH4
3795,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2027,,,"Electricity, Combustion",,N2O,g,,,0.0,NREL Electric Power Decarb,N2O,N2O
3796,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2027,,,"Electricity, Combustion",,CO2,g,,,0.0,NREL Electric Power Decarb,CO2,CO2
3797,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2027,,,"Electricity, Combustion",,CH4,g,,,0.0,NREL Electric Power Decarb,CH4,CH4
3798,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2027,,,"Electricity, Combustion",,N2O,g,,,0.0,NREL Electric Power Decarb,N2O,N2O
3799,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2028,,,"Electricity, Combustion",,CO2,g,,,0.0,NREL Electric Power Decarb,CO2,CO2
3800,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2028,,,"Electricity, Combustion",,CH4,g,,,0.0,NREL Electric Power Decarb,CH4,CH4
3801,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2028,,,"Electricity, Combustion",,N2O,g,,,0.0,NREL Electric Power Decarb,N2O,N2O
3802,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2028,,,"Electricity, Combustion",,CO2,g,,,0.0,NREL Electric Power Decarb,CO2,CO2
3803,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2028,,,"Electricity, Combustion",,CH4,g,,,0.0,NREL Electric Power Decarb,CH4,CH4
3804,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2028,,,"Electricity, Combustion",,N2O,g,,,0.0,NREL Electric Power Decarb,N2O,N2O
3805,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2029,,,"Electricity, Combustion",,CO2,g,,,0.0,NREL Electric Power Decarb,CO2,CO2
3806,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2029,,,"Electricity, Combustion",,CH4,g,,,0.0,NREL Electric Power Decarb,CH4,CH4
3807,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2029,,,"Electricity, Combustion",,N2O,g,,,0.0,NREL Electric Power Decarb,N2O,N2O
3808,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2029,,,"Electricity, Combustion",,CO2,g,,,0.0,NREL Electric Power Decarb,CO2,CO2
