,Case,Mitigation Case,Sector,Subsector,End Use Application,Energy carrier,Energy carrier type,Basis,Fuel Pool,Generation Type,Scope,Formula,"Emissions Category, Detailed","Emissions Category, Aggregate",Year,EF_Unit (Numerator),Total Emissions
698,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",N2O,N2O,N2O,2050,g,204.11597386590628
699,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CO2,CO2,CO2,2049,g,0.0
700,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CH4,CH4,CH4,2049,g,385.61499098706577
701,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",N2O,N2O,N2O,2049,g,203.2058757233197
702,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CO2,CO2,CO2,2048,g,0.0
703,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CH4,CH4,CH4,2048,g,371.5394406921982
704,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",N2O,N2O,N2O,2048,g,195.78854343383892
705,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CO2,CO2,CO2,2047,g,0.0
706,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CH4,CH4,CH4,2047,g,370.5597864143764
707,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",N2O,N2O,N2O,2047,g,195.2722992263165
708,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CO2,CO2,CO2,2046,g,0.0
709,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CH4,CH4,CH4,2046,g,369.7926953134904
710,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",N2O,N2O,N2O,2046,g,194.8680685232619
711,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CO2,CO2,CO2,2045,g,0.0
712,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CH4,CH4,CH4,2045,g,354.70732048342956
713,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",N2O,N2O,N2O,2045,g,186.91859333530206
714,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CO2,CO2,CO2,2044,g,0.0
715,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CH4,CH4,CH4,2044,g,354.4596641633039
716,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",N2O,N2O,N2O,2044,g,186.78808694787992
717,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CO2,CO2,CO2,2043,g,0.0
718,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CH4,CH4,CH4,2043,g,354.9894018408124
719,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",N2O,N2O,N2O,2043,g,187.0672405367645
720,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CO2,CO2,CO2,2042,g,0.0
721,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CH4,CH4,CH4,2042,g,354.97364860619416
722,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",N2O,N2O,N2O,2042,g,187.0589391223722
723,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CO2,CO2,CO2,2041,g,0.0
724,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CH4,CH4,CH4,2041,g,357.34278740620294
725,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",N2O,N2O,N2O,2041,g,188.30739402121722
726,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CO2,CO2,CO2,2040,g,0.0
727,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CH4,CH4,CH4,2040,g,357.2948595964157
728,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",N2O,N2O,N2O,2040,g,188.28213770912626
729,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CO2,CO2,CO2,2039,g,0.0
730,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CH4,CH4,CH4,2039,g,356.80872462186846
731,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",N2O,N2O,N2O,2039,g,188.0259612493633
732,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CO2,CO2,CO2,2038,g,0.0
733,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CH4,CH4,CH4,2038,g,356.77124036270993
734,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",N2O,N2O,N2O,2038,g,188.00620833029586
735,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CO2,CO2,CO2,2037,g,0.0
736,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CH4,CH4,CH4,2037,g,354.67781833199047
737,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",N2O,N2O,N2O,2037,g,186.90304671325927
738,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CO2,CO2,CO2,2036,g,0.0
739,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CH4,CH4,CH4,2036,g,353.09321171405213
740,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",N2O,N2O,N2O,2036,g,186.06801336911752
741,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CO2,CO2,CO2,2035,g,0.0
742,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CH4,CH4,CH4,2035,g,353.63951138599185
743,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",N2O,N2O,N2O,2035,g,186.35589456107977
744,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CO2,CO2,CO2,2034,g,0.0
745,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CH4,CH4,CH4,2034,g,353.56971189778375
746,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",N2O,N2O,N2O,2034,g,186.31911262454236
747,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CO2,CO2,CO2,2033,g,0.0
748,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CH4,CH4,CH4,2033,g,353.2927644070399
749,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",N2O,N2O,N2O,2033,g,186.17317079473452
750,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CO2,CO2,CO2,2032,g,0.0
751,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CH4,CH4,CH4,2032,g,350.47602979574634
752,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",N2O,N2O,N2O,2032,g,184.68884825347916
753,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CO2,CO2,CO2,2031,g,0.0
754,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CH4,CH4,CH4,2031,g,350.1169052753086
755,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",N2O,N2O,N2O,2031,g,184.49960194725423
756,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CO2,CO2,CO2,2030,g,0.0
757,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CH4,CH4,CH4,2030,g,346.97603379635683
758,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",N2O,N2O,N2O,2030,g,182.84447039289975
759,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CO2,CO2,CO2,2029,g,0.0
760,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CH4,CH4,CH4,2029,g,347.2552669126592
761,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",N2O,N2O,N2O,2029,g,182.9916166689922
762,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CO2,CO2,CO2,2028,g,0.0
763,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CH4,CH4,CH4,2028,g,356.39108808713445
764,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",N2O,N2O,N2O,2028,g,187.80588111825261
765,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CO2,CO2,CO2,2027,g,0.0
766,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CH4,CH4,CH4,2027,g,377.2446785573206
767,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",N2O,N2O,N2O,2027,g,198.7950081296861
768,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CO2,CO2,CO2,2026,g,0.0
769,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CH4,CH4,CH4,2026,g,383.6751629938742
770,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",N2O,N2O,N2O,2026,g,202.18365289660827
771,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CO2,CO2,CO2,2025,g,0.0
772,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CH4,CH4,CH4,2025,g,392.4139182636415
773,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",N2O,N2O,N2O,2025,g,206.78867723131935
774,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CO2,CO2,CO2,2024,g,0.0
775,Reference case,-,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CH4,CH4,CH4,2024,g,389.4185180606175
