,Case,Mitigation Case,Sector,Subsector,End Use Application,Energy carrier,Energy carrier type,Basis,Fuel Pool,Generation Type,Scope,Formula,"Emissions Category, Detailed","Emissions Category, Aggregate",Year,EF_Unit (Numerator),Total Emissions
1748,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",N2O,N2O,N2O,2048,g,9.8797949234312
1749,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",CO2,CO2,CO2,2047,g,0.0
1750,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",CH4,CH4,CH4,2047,g,18.7484590039134
1751,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",N2O,N2O,N2O,2047,g,9.8797949234312
1752,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",CO2,CO2,CO2,2046,g,0.0
1753,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",CH4,CH4,CH4,2046,g,18.7484590039134
1754,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",N2O,N2O,N2O,2046,g,9.8797949234312
1755,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",CO2,CO2,CO2,2045,g,0.0
1756,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",CH4,CH4,CH4,2045,g,18.7484590039134
1757,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",N2O,N2O,N2O,2045,g,9.8797949234312
1758,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",CO2,CO2,CO2,2044,g,0.0
1759,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",CH4,CH4,CH4,2044,g,18.7484590039134
1760,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",N2O,N2O,N2O,2044,g,9.8797949234312
1761,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",CO2,CO2,CO2,2043,g,0.0
1762,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",CH4,CH4,CH4,2043,g,18.7484590039134
1763,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",N2O,N2O,N2O,2043,g,9.8797949234312
1764,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",CO2,CO2,CO2,2042,g,0.0
1765,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",CH4,CH4,CH4,2042,g,18.7484590039134
1766,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",N2O,N2O,N2O,2042,g,9.8797949234312
1767,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",CO2,CO2,CO2,2041,g,0.0
1768,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",CH4,CH4,CH4,2041,g,18.7484590039134
1769,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",N2O,N2O,N2O,2041,g,9.8797949234312
1770,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",CO2,CO2,CO2,2040,g,0.0
1771,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",CH4,CH4,CH4,2040,g,18.7484590039134
1772,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",N2O,N2O,N2O,2040,g,9.8797949234312
1773,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",CO2,CO2,CO2,2039,g,0.0
1774,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",CH4,CH4,CH4,2039,g,18.7484590039134
1775,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",N2O,N2O,N2O,2039,g,9.8797949234312
1776,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",CO2,CO2,CO2,2038,g,0.0
1777,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",CH4,CH4,CH4,2038,g,18.7484590039134
1778,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",N2O,N2O,N2O,2038,g,9.8797949234312
1779,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",CO2,CO2,CO2,2037,g,0.0
1780,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",CH4,CH4,CH4,2037,g,18.7484590039134
1781,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",N2O,N2O,N2O,2037,g,9.8797949234312
1782,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",CO2,CO2,CO2,2036,g,0.0
1783,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",CH4,CH4,CH4,2036,g,18.7484590039134
1784,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",N2O,N2O,N2O,2036,g,9.8797949234312
1785,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",CO2,CO2,CO2,2035,g,0.0
1786,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",CH4,CH4,CH4,2035,g,18.7484590039134
1787,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",N2O,N2O,N2O,2035,g,9.8797949234312
1788,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",CO2,CO2,CO2,2034,g,0.0
1789,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",CH4,CH4,CH4,2034,g,18.7484590039134
1790,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",N2O,N2O,N2O,2034,g,9.8797949234312
1791,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",CO2,CO2,CO2,2033,g,0.0
1792,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",CH4,CH4,CH4,2033,g,18.7484590039134
1793,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",N2O,N2O,N2O,2033,g,9.8797949234312
1794,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",CO2,CO2,CO2,2032,g,0.0
1795,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",CH4,CH4,CH4,2032,g,18.7484590039134
1796,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",N2O,N2O,N2O,2032,g,9.8797949234312
1797,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",CO2,CO2,CO2,2031,g,0.0
1798,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",CH4,CH4,CH4,2031,g,18.7484590039134
1799,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",N2O,N2O,N2O,2031,g,9.8797949234312
1800,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",CO2,CO2,CO2,2030,g,0.0
1801,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",CH4,CH4,CH4,2030,g,18.7484590039134
1802,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",N2O,N2O,N2O,2030,g,9.8797949234312
1803,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",CO2,CO2,CO2,2029,g,0.0
1804,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",CH4,CH4,CH4,2029,g,18.7484590039134
1805,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",N2O,N2O,N2O,2029,g,9.8797949234312
1806,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",CO2,CO2,CO2,2028,g,0.0
1807,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",CH4,CH4,CH4,2028,g,18.7484590039134
1808,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",N2O,N2O,N2O,2028,g,9.8797949234312
1809,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",CO2,CO2,CO2,2027,g,0.0
1810,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",CH4,CH4,CH4,2027,g,18.7484590039134
1811,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",N2O,N2O,N2O,2027,g,9.8797949234312
1812,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",CO2,CO2,CO2,2026,g,0.0
1813,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",CH4,CH4,CH4,2026,g,18.7484590039134
1814,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",N2O,N2O,N2O,2026,g,9.8797949234312
1815,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",CO2,CO2,CO2,2025,g,0.0
1816,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",CH4,CH4,CH4,2025,g,18.7484590039134
1817,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",N2O,N2O,N2O,2025,g,9.8797949234312
1818,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",CO2,CO2,CO2,2024,g,0.0
1819,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",CH4,CH4,CH4,2024,g,18.7484590039134
1820,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",N2O,N2O,N2O,2024,g,9.8797949234312
1821,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",CO2,CO2,CO2,2023,g,0.0
1822,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",CH4,CH4,CH4,2023,g,18.7484590039134
1823,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",N2O,N2O,N2O,2023,g,9.8797949234312
1824,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",CO2,CO2,CO2,2022,g,0.0
1825,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",CH4,CH4,CH4,2022,g,18.7484590039134
1826,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Municipal Waste,Energy supply,Electricity,Other,"Electricity, Combustion",N2O,N2O,N2O,2022,g,9.8797949234312
1827,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CO2,CO2,CO2,2050,g,0.0
1828,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CH4,CH4,CH4,2050,g,1121.661951941805
1829,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",N2O,N2O,N2O,2050,g,591.07738168174
1830,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CO2,CO2,CO2,2049,g,0.0
1831,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CH4,CH4,CH4,2049,g,1112.882160902396
1832,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",N2O,N2O,N2O,2049,g,586.4507329037345
1833,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CO2,CO2,CO2,2048,g,0.0
1834,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CH4,CH4,CH4,2048,g,1107.0583518159954
1835,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",N2O,N2O,N2O,2048,g,583.381785240631
1836,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CO2,CO2,CO2,2047,g,0.0
1837,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CH4,CH4,CH4,2047,g,1102.2077269289123
1838,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",N2O,N2O,N2O,2047,g,580.8256722755672
1839,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CO2,CO2,CO2,2046,g,0.0
1840,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CH4,CH4,CH4,2046,g,1094.4923692938085
1841,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",N2O,N2O,N2O,2046,g,576.7599433972714
1842,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CO2,CO2,CO2,2045,g,0.0
1843,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CH4,CH4,CH4,2045,g,1089.9359219978332
1844,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",N2O,N2O,N2O,2045,g,574.358851934007
1845,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CO2,CO2,CO2,2044,g,0.0
1846,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CH4,CH4,CH4,2044,g,1085.280454369972
1847,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",N2O,N2O,N2O,2044,g,571.9055801517053
1848,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CO2,CO2,CO2,2043,g,0.0
1849,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CH4,CH4,CH4,2043,g,1081.2000501326168
1850,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",N2O,N2O,N2O,2043,g,569.7553470546088
1851,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CO2,CO2,CO2,2042,g,0.0
1852,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CH4,CH4,CH4,2042,g,1074.2237934761752
1853,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",N2O,N2O,N2O,2042,g,566.079099044867
1854,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CO2,CO2,CO2,2041,g,0.0
1855,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CH4,CH4,CH4,2041,g,1067.816974055019
1856,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",N2O,N2O,N2O,2041,g,562.7029249294761
1857,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CO2,CO2,CO2,2040,g,0.0
1858,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CH4,CH4,CH4,2040,g,1063.7337215765833
1859,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",N2O,N2O,N2O,2040,g,560.5511909070096
1860,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CO2,CO2,CO2,2039,g,0.0
1861,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CH4,CH4,CH4,2039,g,1059.4721199776482
1862,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",N2O,N2O,N2O,2039,g,558.3054730144587
1863,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CO2,CO2,CO2,2038,g,0.0
1864,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CH4,CH4,CH4,2038,g,1053.1153733379572
1865,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",N2O,N2O,N2O,2038,g,554.955685537672
1866,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CO2,CO2,CO2,2037,g,0.0
1867,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CH4,CH4,CH4,2037,g,1050.1655449922214
1868,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",N2O,N2O,N2O,2037,g,553.4012271627672
1869,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CO2,CO2,CO2,2036,g,0.0
1870,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CH4,CH4,CH4,2036,g,1045.325574636588
1871,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",N2O,N2O,N2O,2036,g,550.850728770384
1872,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CO2,CO2,CO2,2035,g,0.0
1873,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CH4,CH4,CH4,2035,g,1040.642363030794
1874,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",N2O,N2O,N2O,2035,g,548.3828368631814
1875,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CO2,CO2,CO2,2034,g,0.0
1876,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CH4,CH4,CH4,2034,g,1034.922321344747
1877,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",N2O,N2O,N2O,2034,g,545.3685710613987
1878,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CO2,CO2,CO2,2033,g,0.0
1879,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CH4,CH4,CH4,2033,g,1029.3555220615265
1880,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",N2O,N2O,N2O,2033,g,542.4350587505126
1881,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CO2,CO2,CO2,2032,g,0.0
1882,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CH4,CH4,CH4,2032,g,1024.0171446802703
1883,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",N2O,N2O,N2O,2032,g,539.6219169483152
1884,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CO2,CO2,CO2,2031,g,0.0
1885,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CH4,CH4,CH4,2031,g,1016.5712798802429
1886,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",N2O,N2O,N2O,2031,g,535.6982015519451
1887,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CO2,CO2,CO2,2030,g,0.0
1888,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CH4,CH4,CH4,2030,g,1009.8577998360829
1889,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",N2O,N2O,N2O,2030,g,532.1604278050467
1890,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CO2,CO2,CO2,2029,g,0.0
